"m_nmes_starch","m_starch_fiber","m_intrinsic_sugar_starch","m_intrinsic_sugar_fiber","m_nmes_fiber","m_nmes_intrinsic_sugar"
0.000227575381072764,-0.0378805316884303,0.044034704534256,0.067919632712576,-0.0109839276706754,0.0205530323665248
0.0113193421784417,-0.0156805510034883,0.0730076639953157,0.0123833048432584,-0.0517583791349833,-0.0479555845168217
0.0230574160750885,-0.0192049707696718,0.0716279243824569,0.0154466786608713,-0.0214533724885992,-0.0124755959576573
0.0448129359093177,-0.00248505716100733,0.0690412382512036,-0.0107704527382348,-0.016602613272095,-0.0651890052884533
0.0603938333664518,-0.0569132073883473,0.0281777051730865,-0.0158714580969194,0.00131661261834082,-0.0032691174511561
0.000861613281971874,-0.000484372502936203,0.0626929739270188,-0.0504325280267731,-0.00535913003527999,-0.000455970264064964
0.0445575628422796,-0.0289503463125128,-0.0160689022874941,0.0199898159861764,0.00394956501413324,0.0243783613558972
-0.0184245609035162,-0.0372661691357581,0.0540500493224494,-0.00998728420211892,-0.0303167484356414,-0.0021373146617697
0.0174324217150499,-0.0164346702851302,0.0799541395832364,-0.0151087089314773,-0.0161980214254014,-0.0484662615197904
0.0250806386428541,-0.00574006106636971,0.0448539753082713,-0.0377507617809575,-0.0391003275429358,-0.000253852393011456
-0.00527114756413327,-0.0240456653554108,0.0464916205836789,0.0167242251496678,-0.0316996582676599,-0.0216972856634994
0.0482470444925509,-0.0252507412578504,0.0683977949667141,-0.0241284943134178,-0.000123603236439895,-0.050712075555259
-0.00478781990064692,-0.0149295663533802,0.0184471077105484,0.0213680063272814,-0.00290058808825144,-0.052503514151433
0.0308138123969404,-0.0412600457392029,0.040673082781322,0.0343857225410367,0.00253521796425926,-0.0668972794011051
0.0174995551328949,-0.0518767662834341,-0.00566322534342911,0.0410441346739099,-0.0569965722456179,-0.0025075478310288
0.0460540049626215,0.0112961960518254,0.0958630345407263,0.0162720094554749,-0.01743530948415,-0.0543393285912797
0.0320961998708349,0.00424109715082333,0.0710604879387036,0.0120546316253838,0.00696088842687281,-0.0449300924136556
0.0627215202744047,-0.0407886010984606,0.0724041486551679,0.0169012103094877,0.0268530464569958,-0.0193196240727845
-0.0210650929232695,-0.0125988750689182,0.0698807446315555,-0.0446968711817302,-0.0521760674311409,-0.0278888149971672
-0.0200729480325832,-0.090057491999325,0.0742074042090972,-0.0023554669736221,0.00628485422493386,-0.0244580657301477
0.00448623339280552,-0.0332752611145524,-0.0112673069572022,0.0231019662164245,-0.0203744476276018,-0.0797949187347293
