"m_nmes_starch","m_starch_fiber","m_intrinsic_sugar_starch","m_intrinsic_sugar_fiber","m_nmes_fiber","m_nmes_intrinsic_sugar"
-0.147072084007845,-0.0652651297905247,0.0181099964707115,0.101119482895494,-0.0838811268284355,0.044010174548459
-0.093583279867301,-0.0241016588553202,0.0128692357742253,0.0743934704998399,-0.105124295489617,-0.178222613175708
-0.103647015856142,0.037947568763539,-0.0404745643623739,0.0390321751590312,-0.0495434517155669,-0.19445493519332
-0.0153920606273,-0.00643243195560891,-0.0291234516819982,0.0579705596797122,-0.0514419826133404,-0.0412365485447568
-0.0789451964037471,-0.047294150183228,-0.0246194718573011,-0.0863868911598178,-0.0532398045924964,-0.111050478169382
-0.0900199424895087,-0.0253717730370185,0.0359505178116488,0.0954915125468586,-0.105515257864349,-0.0581223568249716
-0.111422590716783,-0.0780776485215573,-0.0581107161546726,0.047961362351545,-0.093797951478819,-0.169438514003669
-0.093999871955341,-0.0257104530477818,0.0926797086388135,0.0122515865771486,0.0385068124092842,0.0593467330047614
-0.159833201865743,0.029999798429105,-0.0403400498308374,0.188362396159604,-0.0974995929401564,-0.0853753543883766
-0.118309977445508,0.0684975225915271,-0.00793186559050378,0.0810424387541423,0.0667347738802373,-0.070211161253033
-0.0938238671477352,-0.0702900258309533,0.108043213998415,0.00973440908932304,-0.0524056370872587,-0.0376904840975298
-0.045756283442543,-0.0468268382422357,0.0516521919785154,0.0418527945380744,0.0340176850430112,-0.0601965564340996
-0.140141809826539,-0.0696825280866481,-0.0697895345234135,0.0174061728363663,-0.18076678667655,-0.154844668924013
-0.128018705467787,-0.038593191709821,0.107582123186532,-0.0698069027533582,-0.0752910152834189,-0.0390725610719861
-0.0386648433709168,0.0732792714615186,0.167037389100472,0.10802079387338,-0.0365425766832367,-0.134581598642829
-0.0471859037188114,0.0343717435511045,0.0658413455698147,0.161994936167922,-0.0157020297693075,-0.0991136083504465
-0.0147924104030699,-0.0306565659726273,0.00659711402784494,0.00757168694562982,-0.0395784419891028,-0.164682387024749
-0.19438912280201,0.0458758142907312,0.0831325153262168,0.0579329685518223,-0.109579009757875,0.0604686519403598
-0.018956979427767,-0.0026016502723654,0.00924883882970007,0.0966550221105481,-0.063818986244351,-0.139473895538899
-0.0422431288760863,-0.0140954342603634,0.0739535421438763,0.0241460392205209,-0.0570600029514614,-0.0335114577434873
-0.0520419486075935,0.00122775928645392,0.0737359785475215,0.0853863818285815,-0.0637537226396667,-0.139591971915777
-0.0328857485959702,-0.00249467512159225,0.15457496552799,0.0406328314543226,-0.0444799589024274,-0.110168260382139
-0.0807621219104737,-0.0401969552728446,0.205410450744471,0.155687185844516,-0.121213787507372,0.0114286874050777
-0.0800302151856446,-0.0174696464277888,-0.0183645015989828,0.0458947892014824,-0.0690504370102485,-0.155255263717186
-0.0395376407740773,0.00927002784494755,0.120133252686526,0.0452673311827098,-0.0478395499479357,-0.126961249527639
-0.125020469749152,0.00541248268012393,-0.0411353225785386,0.0266283178756477,-0.0875230244144748,0.0356687569588942
-0.0436079283283118,0.0482943302192712,-0.0989433232556688,0.0446342989639738,-0.170093946362182,-0.120122698614284
-0.123013279318928,-0.0185695648098188,0.0717579364283559,0.0577717797103816,-0.0392897573173134,0.112723256952024
-0.093073919426442,-0.0325207836181734,0.122563069199137,0.0803417839177559,-0.153906494901372,-0.140998043474047
-0.104035703029096,-0.000418058057941477,-0.0176822444428432,0.0396499480530619,0.0311545184954115,-0.141067423485191
-0.0272731785114614,-0.00763830531509493,0.142570454800737,-0.106258173443199,-0.111860970626554,-0.111910957088218
-0.0921400709826708,-0.0840343538726335,0.219698542091716,0.11188019162844,-0.0178564337235898,0.00468373040041476
0.0223426286329198,-0.0256209801155742,0.0189920399232386,0.137494869229355,-0.138742097115085,0.0623206195801508
-0.061198362576526,-0.0206839653707809,-0.0629015339992633,0.0316872602558856,-0.0343347662621708,-0.071968364004288
-0.110081015514548,0.0168875369553412,0.163150121897398,0.0581716354491189,-0.147819149845482,-0.17186832371409
-0.0895419759162207,-0.0590490794732284,-0.0177008523467781,0.0341931581325954,0.034358652713888,-0.141017601195497
-0.112916628054,-0.131897971524749,-0.027631830958119,0.00344757903902092,-0.0137264554162417,-0.0641556200978926
-0.061570370649395,0.00635080608013819,-0.0569208940499099,-0.0127595911947106,-0.0608073221890278,-0.0707226759780313
