"Outcome","Predictor","Tertiles","Mean","CI_lower","CI_upper","Contrast","Contrast_CI_lower","Contrast_CI_upper"
"waistcirumference","m_total_sugars","Moderate (T2)",88.4266489487398,86.5408245624938,90.4240497511297,0.558,-3.03862489758554,3.78062111902606
"waistcirumference","m_total_sugars","High (T3)",88.3416084397609,85.4599675860809,91.1784133503005,0.558,-3.03862489758554,3.78062111902606
"bmi","m_nmes","Low (T1)",29.7904901287693,29.060418662503,30.5541996682374,0.05,-2.23030835067205,0.175725182540093
"bmi","m_nmes","Moderate (T2)",30.1612339046218,29.4292738633249,30.8681100677297,0.05,-2.23030835067205,0.175725182540093
"bmi","m_nmes","High (T3)",30.8175056206274,29.9059352114214,31.7018581117399,0.05,-2.23030835067205,0.175725182540093
"bmi","m_fiber","Low (T1)",30.3401234567294,29.405187971692,31.2015607648126,0.996,0.547087695601421,2.93209728466557
"bmi","m_fiber","Moderate (T2)",29.7300377468614,29.1148725030729,30.3201077012028,0.996,0.547087695601421,2.93209728466557
"bmi","m_fiber","High (T3)",28.6202055487801,27.7556532445795,29.4391025408617,0.996,0.547087695601421,2.93209728466557
"bmi","m_starch","Low (T1)",29.8830359659746,29.1536942164417,30.5945266442367,0.003,-3.5930410108244,-0.893837360576405
"bmi","m_starch","Moderate (T2)",30.6158987020694,29.8655565916575,31.4420763210529,0.003,-3.5930410108244,-0.893837360576405
"bmi","m_starch","High (T3)",32.1036932326009,30.9393479124835,33.3273425713336,0.003,-3.5930410108244,-0.893837360576405
"bmi","m_intrinsic_sugars","Low (T1)",31.2112600794656,30.258426213177,32.1127682707221,1,1.74589731169654,4.8779496367872
"bmi","m_intrinsic_sugars","Moderate (T2)",30.0893524385598,29.4063167561683,30.7905335988338,1,1.74589731169654,4.8779496367872
"bmi","m_intrinsic_sugars","High (T3)",27.9181826288891,26.6899641576373,29.1931897897266,1,1.74589731169654,4.8779496367872
"bmi","m_sucrose","Low (T1)",29.8674523058368,29.0964235909996,30.6091233729544,0.167,-1.94826710216655,0.624744284506065
"bmi","m_sucrose","Moderate (T2)",30.1181759420535,29.3843792079229,30.8289195555262,0.167,-1.94826710216655,0.624744284506065
"bmi","m_sucrose","High (T3)",30.4801597983094,29.46287361872,31.4845228393494,0.167,-1.94826710216655,0.624744284506065
"bmi","m_total_sugars","Low (T1)",30.0433773375278,29.2436682717556,30.8516887445734,0.477,-1.39755158433264,1.36419050408303
"bmi","m_total_sugars","Moderate (T2)",30.0479589372951,29.3466617123597,30.787643390362,0.477,-1.39755158433264,1.36419050408303
"bmi","m_total_sugars","High (T3)",30.0675892169706,28.9705268748647,31.1697797102698,0.477,-1.39755158433264,1.36419050408303
"bodyfat_percent","m_nmes","Low (T1)",37.5554637801033,36.5571037162845,38.5323202075625,0.022,-3.35873994481629,-0.0294444459914534
"bodyfat_percent","m_nmes","Moderate (T2)",38.1688914633874,37.1981688594866,39.1769222208524,0.022,-3.35873994481629,-0.0294444459914534
"bodyfat_percent","m_nmes","High (T3)",39.1830846110936,37.8828076541719,40.4933777949428,0.022,-3.35873994481629,-0.0294444459914534
"bodyfat_percent","m_fiber","Low (T1)",38.6410469225192,37.4169547513251,39.8601227616261,1,2.26489937365824,5.74717562457125
"bodyfat_percent","m_fiber","Moderate (T2)",37.2602938262395,36.5061411859007,38.0722004566101,1,2.26489937365824,5.74717562457125
"bodyfat_percent","m_fiber","High (T3)",34.6697773464802,33.425930306593,35.9125994125129,1,2.26489937365824,5.74717562457125
"bodyfat_percent","m_starch","Low (T1)",37.6520788628714,36.6884041359234,38.6810143489395,0.005,-4.888617134282,-0.875706384453223
"bodyfat_percent","m_starch","Moderate (T2)",38.6202217153298,37.5394620454421,39.7529314092758,0.005,-4.888617134282,-0.875706384453223
"bodyfat_percent","m_starch","High (T3)",40.4675813810509,38.7715135741214,42.1881117111853,0.005,-4.888617134282,-0.875706384453223
"bodyfat_percent","m_intrinsic_sugars","Low (T1)",39.5079407528827,38.2944522456477,40.6735460697209,1,2.64637525540259,6.87448167011626
"bodyfat_percent","m_intrinsic_sugars","Moderate (T2)",37.8993807256466,36.8854545691751,38.9318407504741,1,2.64637525540259,6.87448167011626
"bodyfat_percent","m_intrinsic_sugars","High (T3)",34.7659315823301,33.0851752192712,36.5033038786983,1,2.64637525540259,6.87448167011626
"bodyfat_percent","m_sucrose","Low (T1)",37.5874672208475,36.5392652269223,38.6294418430517,0.066,-2.97263920912805,0.308883552254466
"bodyfat_percent","m_sucrose","Moderate (T2)",38.0763291111162,37.0391320903071,39.0043899795841,0.066,-2.97263920912805,0.308883552254466
"bodyfat_percent","m_sucrose","High (T3)",38.8645420050455,37.6129008673498,40.1824525421163,0.066,-2.97263920912805,0.308883552254466
"bodyfat_percent","m_total_sugars","Low (T1)",37.8850839868862,36.7546078563593,38.9240342933594,0.47,-1.82551407472301,1.61932758726619
"bodyfat_percent","m_total_sugars","Moderate (T2)",37.9150747840187,36.8333832123904,38.9147334394812,0.47,-1.82551407472301,1.61932758726619
"bodyfat_percent","m_total_sugars","High (T3)",37.9658517023368,36.4778213911308,39.3059979107812,0.47,-1.82551407472301,1.61932758726619
"ldl","m_nmes","Low (T1)",2.74440125050087,2.60628608998251,2.87888247433838,0.468,-0.213684644312123,0.191278013907975
"ldl","m_nmes","Moderate (T2)",2.74668576159042,2.62494790391951,2.86787713158581,0.468,-0.213684644312123,0.191278013907975
"ldl","m_nmes","High (T3)",2.75548608701364,2.60923225702333,2.90596843042092,0.468,-0.213684644312123,0.191278013907975
"ldl","m_fiber","Low (T1)",2.77446500034005,2.62196669396222,2.932342189119,0.957,-0.0194131161434319,0.383322238094881
"ldl","m_fiber","Moderate (T2)",2.71514742939218,2.62040594635977,2.816438298961,0.957,-0.0194131161434319,0.383322238094881
"ldl","m_fiber","High (T3)",2.6024416519279,2.47701737378144,2.74056937146246,0.957,-0.0194131161434319,0.383322238094881
"ldl","m_starch","Low (T1)",2.77246070832448,2.65123544776855,2.90188494524133,0.965,-0.0179215877590369,0.462629171965076
"ldl","m_starch","Moderate (T2)",2.69465726923468,2.55931472050023,2.83590257592219,0.965,-0.0179215877590369,0.462629171965076
"ldl","m_starch","High (T3)",2.55032100413376,2.33855764579774,2.76574208440902,0.965,-0.0179215877590369,0.462629171965076
"ldl","m_intrinsic_sugars","Low (T1)",2.80608867468057,2.65457685764399,2.95874050990157,0.897,-0.0886960351607881,0.417782047875519
"ldl","m_intrinsic_sugars","Moderate (T2)",2.75632670530994,2.63239792587167,2.88125335215142,0.897,-0.0886960351607881,0.417782047875519
"ldl","m_intrinsic_sugars","High (T3)",2.64355879393362,2.43203330528187,2.86535059887033,0.897,-0.0886960351607881,0.417782047875519
"ldl","m_sucrose","Low (T1)",2.75121466695275,2.61047667061565,2.88426620546928,0.504,-0.201698981926136,0.212205617473845
"ldl","m_sucrose","Moderate (T2)",2.74840597711199,2.6228018007092,2.86231739858545,0.504,-0.201698981926136,0.212205617473845
"ldl","m_sucrose","High (T3)",2.7476431912791,2.58589640478109,2.90193213876581,0.504,-0.201698981926136,0.212205617473845
"ldl","m_total_sugars","Low (T1)",2.77098421073757,2.63065690407863,2.91227135012933,0.689,-0.164697520561256,0.252392864513761
"ldl","m_total_sugars","Moderate (T2)",2.74883036418168,2.61940312018852,2.87099585939457,0.689,-0.164697520561256,0.252392864513761
"ldl","m_total_sugars","High (T3)",2.71874927492256,2.55670145749092,2.87215720702658,0.689,-0.164697520561256,0.252392864513761
"hdl","m_nmes","Low (T1)",1.72141157500754,1.66482063267666,1.77936840864487,0.933,-0.0162454337838847,0.155894811222889
"hdl","m_nmes","Moderate (T2)",1.69676481038902,1.64702667638886,1.75139000713909,0.933,-0.0162454337838847,0.155894811222889
"hdl","m_nmes","High (T3)",1.65419810409133,1.58320201382253,1.71720446772369,0.933,-0.0162454337838847,0.155894811222889
"hdl","m_fiber","Low (T1)",1.70382903294893,1.63588039028751,1.77000130118493,0.805,-0.0508375376229615,0.123916496952279
"hdl","m_fiber","Moderate (T2)",1.69310519883176,1.65074294290875,1.73582988136235,0.805,-0.0508375376229615,0.123916496952279
"hdl","m_fiber","High (T3)",1.66411208949192,1.60446112809179,1.72049416147688,0.805,-0.0508375376229615,0.123916496952279
"hdl","m_starch","Low (T1)",1.7093178339814,1.65318149099876,1.76159835830933,0.956,-0.0110961285820888,0.203422304266411
"hdl","m_starch","Moderate (T2)",1.67750841166778,1.62067551602813,1.73405951327797,0.956,-0.0110961285820888,0.203422304266411
"hdl","m_starch","High (T3)",1.61255679198196,1.51902026589646,1.70900934902993,0.956,-0.0110961285820888,0.203422304266411
"hdl","m_intrinsic_sugars","Low (T1)",1.71009426147391,1.64742416711775,1.78078555808868,0.706,-0.0873932417180129,0.140966638827163
"hdl","m_intrinsic_sugars","Moderate (T2)",1.70048322836391,1.64703369046796,1.75364875120803,0.706,-0.0873932417180129,0.140966638827163
"hdl","m_intrinsic_sugars","High (T3)",1.67989989821769,1.59126846488865,1.77251372366679,0.706,-0.0873932417180129,0.140966638827163
"hdl","m_sucrose","Low (T1)",1.72105071231908,1.66051254793085,1.78313865041224,0.913,-0.0351385067650462,0.148937003820006
"hdl","m_sucrose","Moderate (T2)",1.69585087130213,1.63813364943183,1.75196147155549,0.913,-0.0351385067650462,0.148937003820006
"hdl","m_sucrose","High (T3)",1.65924736687347,1.58912685874618,1.72574862901163,0.913,-0.0351385067650462,0.148937003820006
"hdl","m_total_sugars","Low (T1)",1.73977115636583,1.67826837232574,1.80319818767025,0.974,-0.00141343696138003,0.195262215924557
"hdl","m_total_sugars","Moderate (T2)",1.70171112692248,1.64731722732206,1.75865446409159,0.974,-0.00141343696138003,0.195262215924557
"hdl","m_total_sugars","High (T3)",1.64119070333226,1.56469561543092,1.71855823751973,0.974,-0.00141343696138003,0.195262215924557
"hba1c_percent","m_nmes","Low (T1)",5.25019477915929,5.17988786816831,5.32157987432051,0.889,-0.0335157521729781,0.174370112484629
"hba1c_percent","m_nmes","Moderate (T2)",5.22666647775191,5.15871658489928,5.29864578982105,0.889,-0.0335157521729781,0.174370112484629
"hba1c_percent","m_nmes","High (T3)",5.18451859364913,5.1001630957785,5.26249780618598,0.889,-0.0335157521729781,0.174370112484629
"hba1c_percent","m_fiber","Low (T1)",5.22388275638564,5.14496976893466,5.29857249481136,0.292,-0.14408524213098,0.0739830645994876
"hba1c_percent","m_fiber","Moderate (T2)",5.2351151312921,5.17892865838367,5.29080990266164,0.292,-0.14408524213098,0.0739830645994876
"hba1c_percent","m_fiber","High (T3)",5.25530231223048,5.18682811961017,5.32250255443275,0.292,-0.14408524213098,0.0739830645994876
"hba1c_percent","m_starch","Low (T1)",5.22562095524768,5.16002517095916,5.29727517052759,0.338,-0.160569117458999,0.106235651542118
"hba1c_percent","m_starch","Moderate (T2)",5.23624723147848,5.16268302113369,5.30588110167452,0.338,-0.160569117458999,0.106235651542118
"hba1c_percent","m_starch","High (T3)",5.25276356742128,5.13273516550097,5.36863700254389,0.338,-0.160569117458999,0.106235651542118
"hba1c_percent","m_intrinsic_sugars","Low (T1)",5.24200255291791,5.16403479252435,5.32223456986147,0.707,-0.100725096652934,0.166173173074814
"hba1c_percent","m_intrinsic_sugars","Moderate (T2)",5.23165651975609,5.1643996989658,5.29862941813028,0.707,-0.100725096652934,0.166173173074814
"hba1c_percent","m_intrinsic_sugars","High (T3)",5.20722639656207,5.08857547215041,5.32635711950749,0.707,-0.100725096652934,0.166173173074814
"hba1c_percent","m_sucrose","Low (T1)",5.25587935149692,5.18350471259912,5.32779725331823,0.903,-0.0328484965955247,0.180260958444098
"hba1c_percent","m_sucrose","Moderate (T2)",5.22526606067912,5.15940509109441,5.29162491044795,0.903,-0.0328484965955247,0.180260958444098
"hba1c_percent","m_sucrose","High (T3)",5.18181300589219,5.09702153815285,5.26156913160603,0.903,-0.0328484965955247,0.180260958444098
"hba1c_percent","m_total_sugars","Low (T1)",5.24840355649635,5.163988023671,5.33173518488924,0.752,-0.0805834183439994,0.164033217106374
"hba1c_percent","m_total_sugars","Moderate (T2)",5.22955012492221,5.16791297042139,5.29269169995055,0.752,-0.0805834183439994,0.164033217106374
"hba1c_percent","m_total_sugars","High (T3)",5.20629102681827,5.1200316568175,5.29700143442551,0.752,-0.0805834183439994,0.164033217106374
"trig_log","m_nmes","Low (T1)",1.01595833145421,0.944134680504477,1.09056355217718,0.259,-0.140860872175425,0.0757175541261105
"trig_log","m_nmes","Moderate (T2)",1.03150165371858,0.966090715712957,1.0989405851396,0.259,-0.140860872175425,0.0757175541261105
"trig_log","m_nmes","High (T3)",1.05169432789891,0.970904015990145,1.14042037272046,0.259,-0.140860872175425,0.0757175541261105
"trig_log","m_fiber","Low (T1)",1.02366704844838,0.945900026822773,1.10725028143476,0.318,-0.136242013892096,0.0801505707131615
"trig_log","m_fiber","Moderate (T2)",1.03288029980683,0.977916494453668,1.09155538636722,0.318,-0.136242013892096,0.0801505707131615
"trig_log","m_fiber","High (T3)",1.05243782995287,0.985691351729442,1.12717397680735,0.318,-0.136242013892096,0.0801505707131615
"trig_log","m_starch","Low (T1)",1.01445795704329,0.949584782812864,1.08837829089102,0.006,-0.321106836036701,-0.0330110947291936
"trig_log","m_starch","Moderate (T2)",1.06493531275915,0.995710363870671,1.13675497096622,0.006,-0.321106836036701,-0.0330110947291936
"trig_log","m_starch","High (T3)",1.17909475238097,1.06234586988323,1.31343300561326,0.006,-0.321106836036701,-0.0330110947291936
"trig_log","m_intrinsic_sugars","Low (T1)",1.03096393502711,0.952448327778244,1.11558009802018,0.582,-0.130290228571719,0.141020424883053
"trig_log","m_intrinsic_sugars","Moderate (T2)",1.02664710314666,0.957702679111366,1.09699629100916,0.582,-0.130290228571719,0.141020424883053
"trig_log","m_intrinsic_sugars","High (T3)",1.01975072750091,0.91441099405766,1.12604618043622,0.582,-0.130290228571719,0.141020424883053
"trig_log","m_sucrose","Low (T1)",1.02404361646674,0.956387474771511,1.09124735208065,0.419,-0.12246636470557,0.0977171481886798
"trig_log","m_sucrose","Moderate (T2)",1.02687180500593,0.961497461372742,1.09684608232753,0.419,-0.12246636470557,0.0977171481886798
"trig_log","m_sucrose","High (T3)",1.03498511330142,0.953306657795878,1.12420603377178,0.419,-0.12246636470557,0.0977171481886798
"trig_log","m_total_sugars","Low (T1)",1.01166820713106,0.933669024207597,1.09372571837273,0.252,-0.168475206643525,0.0807595444170924
"trig_log","m_total_sugars","Moderate (T2)",1.02684037681745,0.961826184328001,1.09747390972197,0.252,-0.168475206643525,0.0807595444170924
"trig_log","m_total_sugars","High (T3)",1.05148175820799,0.961994341109108,1.14474525764013,0.252,-0.168475206643525,0.0807595444170924
