"NMES_33","NMES_66","NMES_99","Intrinsic_Sugar_33","Intrinsic_Sugar_66","Intrinsic_Sugar_99","Starch_33","Starch_66","Starch_99","Fibre_33","Fibre_66","Fibre_99"
"9.67
(8.95, 10.51)","26.12
(24.06, 28.39)","105.10
(91.03, 125.29)","8.87
(8.10, 9.45)","22.67
(20.10, 25.73)","99.19
(89.69, 110.41)","50.44
(46.84, 54.36)","97.11
(93.50, 101.06)","211.74
(201.78, 243.99)","4.02
(3.80, 4.27)","9.22
(8.36, 10.15)","25.99
(24.64, 28.12)"
