"NMES_33","NMES_66","NMES_99","Intrinsic_Sugar_33","Intrinsic_Sugar_66","Intrinsic_Sugar_99","Starch_33","Starch_66","Starch_99","Fibre_33","Fibre_66","Fibre_99"
"9.73
(8.62, 10.88)","26.49
(24.54, 27.94)","96.24
(85.78, 107.28)","8.58
(8.03, 8.98)","21.89
(19.53, 24.71)","98.14
(90.18, 111.45)","50.81
(47.57, 54.52)","97.49
(93.81, 100.76)","215.97
(200.63, 236.05)","3.89
(3.70, 4.13)","9.11
(8.34, 9.73)","25.65
(23.79, 27.58)"
